Book	Chapter	Question Number	Question	Reference Verse	Correct Answer	Answer A	Answer B	Answer C	Answer D	
Jdg	2	3	At Bochim, what did the angel of the Lord say that Israel had done?	2	B	Obeyed the Lord in every command	Not obeyed the voice of the Lord	Worshiped the gods of the people in whose land they dwelled	Offered strange fire to the Lord	
Jdg	2	4	What did the Lord do as a consequence of Israel’s actions?	3	D	Led them back to Egypt to return to a life of slavery	Sent a plague to destroy the firstborn of Israel	Caused an earthquake to destroy their newly built cities	Would not drive the people of Canaan out before Israel	
Jdg	2	5	What would the people of Canaan become to Israel?	3	B	Slaves	Thorns in their sides	Friends	Conquerors	
Jdg	2	6	What would the gods of the Canaanites become to Israel?	3	D	A thorn in their sides	Precious metals to make them rich	A balm to heal their ills	A snare	
Jdg	2	7	What did the Israelites do after hearing the words of the angel of the Lord?	4-5	D	Fasted	Wept	Offered sacrifices	B and C	
Jdg	2	8	What does the name Bochim mean?	5	C	Warrior	Singers	Weepers	Fasting	
Jdg	2	9	What did the Israelites do after Joshua dismissed them?	6	A	Went each to his inheritance to take possession of the land	Built a high altar in their villages	Gathered animals for sacrifices	Assigned cities for the tribe of Levi	
Jdg	2	10	What did the Israelites do throughout the days of Joshua and the elders living during his time?	7	C	Worshiped gods of the people of Canaan	Intermarried with the people of Canaan	Served the Lord	Fought battles for land in the region east of the Jordan River	
Jdg	2	11	How old was Joshua when he died?	8	D	80	85	95	110	
Jdg	2	12	Where was Joshua buried?	9	D	In the boundaries of his inheritance	In Timnath-heres and In the hill country of Ephraim	North of the mountain of Gaash	All of the above	
Jdg	2	13	How is the next generation of Israelites described?	10	B	People who knew the Lord or the work He had done for Israel	People who did not know the Lord or what He had done for Israel	People who did good, and not evil in the eyes of the Lord	People who worshiped the Lord wholeheartedly	
Jdg	2	14	Whom did the next generation of Israelites serve?	12-13	D	Baals	Other gods of the peoples around them	The Ashtaroth	All of the above	
Jdg	2	15	They _______ the Lord, the God of their fathers, who had brought them out of Egypt.	12	A	Abandoned	Worshiped	Served	Called on	
Jdg	2	16	What was the Lord’s response to Israel’s actions?	14	D	Indifference	Forgiveness	Grief	Anger	
Jdg	2	17	What happened to Israel because of their actions?	14-15	D	The Lord gave them over to plunderers who plundered them	The Lord sold them into the hand of their surrounding enemies	The hand of the Lord was against Israel in battle and they were in terrible distress	All of the above	
Jdg	2	18	Who saved Israel out of the hands of those who plundered them?	16	B	Judges	The Lord, who raised up judges	The house of Joseph	Tribal leaders of Israel	
Jdg	2	19	What did Israel do when the Lord raised up judges?	17	D	Listened to the judges, and followed their leadership	Listened to the words of the law of Moses, read by the priests	Did whatever was easiest in the circumstances in which they found themselves	They did not listen to their judges	
Jdg	2	20	When the Lord raised up judges, how long was Israel saved from the hand of their enemies?	18	C	For seven years	For fifty years	All the days of the judge	Until the next judge began to lead	
Jdg	2	21	The Lord was moved to _______ by their groaning because of their affliction & oppression?	18	B	Contempt	Pity	Blessings for them D Plagues for them		
Jdg	2	22	What happened after a judge died?	19	A	The people turned back and were more corrupt than their fathers	The people remained faithful to the Lord	The people were exiled to different regions of Canaan	The people wept aloud for seven days	
Jdg	2	23	They refused to drop their _______ or their _______.	19	C	Baals, Ashtoreths	Firstborn sheep, firstfruits of the land	Practices, stubborn ways	Good thoughts, acts of kindness	
Jdg	2	24	What had Israel done?	20	D	Transgressed the Lords covenant that He commanded their fathers	Have not obeyed the Lord’s voice	Offered strange fire in their sacrifices	A and B	
Jdg	2	25	Why did the Lord no longer drive out the nations that were left when Joshua died?	21-22	A	In order to test Israel	So He could have them watch Israel, and learn how to keep the way of the Lord	So Israel would have a source of slave labor	The nations that were left were faithful to the Lord	
Jdg	3	1	Which of the following nations did the Lord let test the Israelites who had not known war before?	3	C	Four lords of the Philistines	Some of the Canaanites	The Sidonians	The Hivites living in the hill country	
Jdg	3	2	What did the Lord want to teach to the Israelites when He left these nations to test them?	2	B	Dependence on the Lord	Know war	Farming	How to build cities with clay	
Jdg	3	3	What did the Lord want to see as the nations tested Israel?	4	D	If Israel would force the nations to become slaves	If Israel would guard the Tent of Meeting from the Canaanites	If Israel would write their own laws	If Israel would obey the commandments of the LORD	
Jdg	3	4	Whom did the Israelites live among?	5	D	The Canaanites and the Hittites	The Amorites and the Hivites	The Perizzites and the Jebusites	All of the above	
Jdg	3	5	What did the Israelites do when they lived among these nations?	6	A	Their daughters they took to themselves for wives	Sold their own daughters to these nations as slaves	Served the Lord, God of Israel	All of the above	
Jdg	3	6	“The people of Israel did what was _______ in the sight of the Lord.”	7	B	Good	Evil	Decent	Humbling	
Jdg	3	7	Whom did the Israelites serve?	7	C	The Lord their God	The people in whose land they dwelled	The Baals and the Asheroth	The priests of the tribe of Levi	
Jdg	3	8	When the anger of the Lord was kindled against Israel, into whose hand did He sell them?	8	D	Adoni-Bezek, king of Bezek	Othniel, son of Kenaz	Sheshai, son of Anak	Cushan-rishathaim, king of Mesopotamia	
Jdg	3	9	For how long were the Israelites subject to this ruler?	8	A	Eight years	Ten years	Twelve years	Sixteen years	
Jdg	3	10	Who was the first judge (or leader) listed in Judges 3?	9	B	Ehud	Othniel	Deborah	Gideon	
Jdg	3	11	When did the Lord raise up a deliverer for the people of Israel?	9	C	When the ruler planned to annihilate the entire nation	When the ark of the covenant was destroyed	When they cried out to the Lord	When they sacrificed their sons and daughters on the altar	
Jdg	3	12	Which of the following is descriptive of this judge?	9	A	Son of Kenaz	Caleb’s older brother	Left-handed	Mighty warrior	
Jdg	3	13	For how long did Israel have rest after the first judge overpowered the king of Mesopotamia?	11	C	Eight years	Twenty years	Forty years	Fifty years	
Jdg	3	14	When the people of Israel again did evil in the sight of the Lord, what did the Lord do?	12	D	Turned His back and refused to listen to them	Made them prosper in the land	Sent a deliverer	Strengthened Eglon king of Moab against them	
Jdg	3	15	Who joined the king of Moab when he defeated Israel?	13	D	The Amorites and the Hittites	The Perizzites and the Jebusites	The Hivites and the Canaanites	The Ammonites and the Amalekites	
Jdg	3	16	Eglon, king of Moab, took possession of what city?	13	B	Jerusalem	The city of palms	Hebron	Shechem	
Jdg	3	17	For how many years were the Israelites subject to Eglon, king of Moab?	14	C	Eight	Forty	Eighteen	Twenty	
Jdg	3	18	Which of the following is descriptive of Ehud?	15	D	A deliverer	A left-handed man	Son of Gera, the Benjamite	All of the above	
Jdg	3	19	What did Ehud take to Eglon, king of Moab?	15	A	Tribute	Wheat	Wine	Gold	
Jdg	3	20	What had Ehud made before going to see the king of Moab?	16	C	Some bread	An idol	A sword with two edges, a cubit in length	A treaty of alliance with the king of Aram	
Jdg	3	21	How long is a cubit?	16	C	Six inches	Twelve inches	Eighteen inches	twenty-four inches	
Jdg	3	22	Where did Ehud keep his weapon when he went to see the king of Moab?	16	D	Bound to his right thigh	At his waist	Under his clothes	A and C	
Jdg	3	23	How is Eglon, king of Moab, described?	17	B	Mighty warrior	Very fat	Small in stature	Blind	
Jdg	3	24	What did Ehud tell Eglon, king of Moab?	19 & 20	D	I have a secret message for you	God is going to destroy you	I have a message from God	A and C	
Jdg	3	25	What was the king of Moab’s response to Ehud?	19	A	Silence!	Peace!	No!	Never!	
Jdg	3	26	Who was with Eglon, when Ehud came to him in his cool roof chamber?	20	C	The palace guards	The king’s attendants	He was sitting alone	The priests of Baal	
Jdg	3	27	What happened as the king of Moab rose from his seat?	21 & 22	D	Ehud took his sword and thrust it into the king’s belly	The hilt also went in after the blade	The fat closed over the blade	All of the above	
Jdg	3	28	What happened to Ehud after he killed the king of Moab?	23	B	He was pursued, captured, and killed by the soldiers of Moab	He went out into the porch and closed & locked the doors of the roof chamber	He fell while trying to escape and hit his head on a rock	He sought rest in the tent of Jael	
Jdg	3	29	What did Eglon’s servants think when they came to the doors of his upper room?	24	D	The king must be sleeping	The king must be eating	The king must be gone	None of the above	
Jdg	3	30	What did the servants find when they finally unlocked the doors to the king’s roof chamber?	25	C	No one	Ehud	Eglon, king of Moab, dead on the floor	Eglon and the commanders of his army	
Jdg	3	31	What did Ehud pass beyond when he escaped to Seirah?	26	D	Mount Baal Hermon	Lebo Hamath	Moab’s army with iron chariots	Idols	
Jdg	3	32	What did Ehud do when he arrived in the hill country of Ephraim?	27	A	Sounded the trumpet	Hid in a cave	Offered sacrifices to the Lord God of Israel	Saw his daughter, who came out to meet him	
Jdg	3	33	What did Ehud say to the Israelites who followed him from the hills?	28	B	Repent and turn back to the Lord, so that He will give the Moabites into your hands	Follow after me, for the Lord has given your enemies the Moabites into your hand	Fast and pray, so that the Lord will give the Moabites, your enemy, into your hand	Run, for the vengeance of the army of Moab will come upon you quickly	
Jdg	3	34	Of what did the people of Israel seize?	28	D	The City of Palms	The Jordan River	The stone quarries near Gilgal	The fords of the Jordan	
Jdg	3	35	Whom did the Israelites did not allow to cross over the Jordan River?	28	C	The servants of the king of Moab	The priests of Baal	Anyone	Moabite princes	
Jdg	3	36	How many Moabites did the Israelites strike down at this time?	29	A	10,000 all strong, able-bodied men	10,000, allowing the old and crippled to escape	10,000, allowing the young men to escape	20,000, most vigorous and strong	
Jdg	3	37	For how long did the land have rest under Ehud?	30	A	Eighty years	Thirty years	Forty years	Fifty years	
Jdg	3	38	Which judge, or leader, came right after Ehud?	31	D	Deborah, wife of Lappidoth	Gideon, son of Joash	Samson, the Nazarite	Shamgar, son of Anath	
Jdg	3	39	What did this next leader do?	31	B	Swung a double-edged sword	Killed 600 of the Philistines with an oxgoad	Defeated the Midianites with 300 men	Sent Barak to fight Jabin, king of Canaan	
Jdg	4	1	Whose hand did the Lord sell Israel after Ehud died and did evil?	1 & 2	B	Eglon king of Moab	Jabin king of Canaan	The Midianites	The Philistines	
Jdg	4	2	Where did Jabin, king of Canaan, reign?	2	A	Hazor	City of Palms	Shechem	Havvoth Jair	
Jdg	4	3	Who was Sisera?	2	D	A king of Canaan	A brother of Jabin	A relative of Eglon	The commander of Jabin’s army	
Jdg	4	4	Where did Sisera live?	2	C	Mount Tabor	Makir	Harosheth-hagoyim	Meroz	
Jdg	4	5	How many iron chariots did Sisera have?	3	D	Twelve	One hundred	Five hundred	Nine hundred	
Jdg	4	6	For how long had Sisera cruelly oppressed the Israelites?	3	B	Ten years	Twenty years	Thirty years	Forty years	
Jdg	4	7	Who was Deborah?	4	A	A prophetess	The daughter of Lappidoth	Wife of a priest	All of the above	
Jdg	4	8	What did Deborah do under the Palm in the hill country of Ephraim?	5	B	Offered sacrifices to the Lord	Sit and the people of Israel came up to her for judgment	Kept a flock of sheep	Read from the Law of Moses	
Jdg	4	9	Whom did Deborah summon?	6	C	Gideon	Samson	Barak	Ehud	
Jdg	4	10	What message did Deborah give him?	7	D	The Lord, the God of Israel, suggests to you	Go, take with you one thousand men of Naphtali and Zebulun	Lead the way to Mount Sinai	I will draw out Sisera to meet you by the river Kishon, & give him into your hands	
Jdg	4	11	What was this Barak’s reply to Deborah?	8	B	If this message is truly from the Lord, the God of Israel, then I will go	If you will go with me, I will go, but if you will not go with me, I will not go	If you stay under the Palm of Deborah, I will go; but if you go, I won’t go	I dare not go. I just got married and must celebrate with my wife	
Jdg	4	12	What was Deborah’s response to Barak’s request?	9	A	I will surely go with you	I will surely not go with you	Give me a sign that I can trust you	You have done evil in the eyes of the Lord by asking this!	
Jdg	4	13	Who would receive the honor for defeating Sisera?	9	D	No one	Abinoam	Deborah	A woman	
Jdg	4	14	What happened at Kedesh?	9-10	D	Deborah went with Barak	Barak called out Zebulun and Naphtali	Ten thousand men went up at his heels	All of the above	
Jdg	4	15	Where did Heber the Kenite pitch his tent?	11	B	With the other Kenites	The oak in Zaanannim near Kedesh	In Kedesh	By the springs of water in Ephraim	
Jdg	4	16	Who was the wife of Heber the Kenite?	17	D	Sisera	Delilah	Deborah	Jael	
Jdg	4	17	Who were the Kenites?	11	C	Descendants of Hobab the son-in-law of Moses	Descendants of Hobab the wife of Moses	Descendants of Hobab the father-in-law of Moses	Descendants of Moses	
Jdg	4	18	What did Sisera do when he heard that Barak had gone up to Mount Tabor?	13	C	Fled	Called out his army from Jericho	Called out his nine hundred chariots of iron & the men who were with him	Called out his five hundred iron chariots	
Jdg	4	19	What happened when Barak advanced on Sisera and his army?	15-16	D	The Lord routed Sisera and all his chariots	Sisera fled away on foot	Barak pursued the chariots and army to Harosheth-hagoyim	All of the above	
Jdg	4	20	Where did Sisera flee on foot?	17	B	To a cave in Mount Tabor	To the tent of Jael	To the Kenites, who lived in tents	To a city of refuge	
Jdg	4	21	Why did Sisera flee to this location?	17	C	It was well hidden in a mountainous region	It was nearby	There was peace between Jabin and the house of Heber	It looked remote	
Jdg	4	22	What did Jael say to Sisera when he approached her tent?	18	A	Turn aside, my lord; turn aside to me; do not be afraid	You must flee, my lord. Barak and his armies are near	Come, my lord, come right in. You must be very afraid!	Who are you, and what have you to do with me?	
Jdg	4	23	What did Sisera ask Jael to give him?	19	D	A skin of milk	Food to eat	A place to rest	Little water	
Jdg	4	24	Where did Sisera want Jael to stand and watch for anyone who might come by?	20	B	On top of the hill by the tent	At the opening of the tent	By the springs of water, far away from the tent	In her husband’s tent	
Jdg	4	25	What did Jael do to Sisera?	21	C	Drove a double-edged sword into his belly to kill him	Called Barak’s soldiers	Drove the peg into his temple to kill him	Put poison in the milk she gave him so that he died	
Jdg	4	26	What did Jael say when she went out to meet Barak, who was pursuing Sisera?	22	D	Come, my lord, come right in. Don’t be afraid	You must flee, my lord. Sisera and his armies are near	Who are you, and what have you to do with me?	Come, and I will show you the man whom you are seeking	
Jdg	4	27	After the day when God subdued Jabin, what is said about the Israelites?	23-24	A	Israel pressed harder and harder against Jabin the king of Canaan	They grew weaker and weaker until Jabin destroyed them	They destroyed all the idols of Jabin, the Canaanite king	They bowed before Baal, thanking him for deliverance from Jabin	
Jdg	5	1	What did Deborah and Barak do in Judges 5?	1	C	Prophesied	Mourned	Sang	Prayed	
Jdg	5	2	According to Deborah and Barak’s song, when should people bless the Lord?	2	D	When the leaders took the lead in Israel	When the people offered themselves willingly	When the Lord descends in a pillar of cloud	A and B	
Jdg	5	3	“I will _______ to the Lord, the God of Israel.”	3	A	Make melody	Offer sacrifices	Pray	Dance	
Jdg	5	4	What happened when the Lord went out from Seir?	4-5	D	The earth trembled	The clouds dropped water	The mountains quaked	All of the above	
Jdg	5	5	According to the “Song of Deborah”, when were the highways abandoned?	6	D	In the days of Shamgar, son of Anath	In the days of Jael	In the days of Ehud, the left-handed man	A and B	
Jdg	5	6	Where did travelers go when the highways were abandoned?	6	A	To the byways	To the mountains	To caves	To the Jordan River	
Jdg	5	7	What ceased until Deborah arose?	7	C	Sacrifices to the Lord	Battles with the Canaanites	The villagers	Reading of the law of Moses	
Jdg	5	8	How is Deborah described?	7	A	A mother in Israel	Blessed of women	Wisest of ladies	Mighty warrior	
Jdg	5	9	What happened when Israel chose new gods?	8	D	Shield and spears were seen at the city gates	Travelers took to the main roads again	The enemies of Israel marched	War was in the gates	
Jdg	5	10	What was NOT seen among forty thousand in Israel?	8	D	Sandals	Shield	Spear	B and C	
Jdg	5	11	Deborah’s heart was with whom?	9	C	Barak	Israel’s kings	Commanders of Israel	Priests	
Jdg	5	12	Those who ride on white donkeys and walk by the way should hear the sound of what?	10-11	B	The shortest way to their homes	The sound of the musicians at the watering places	The sound of the trumpets heralding battle	The fall of hailstones upon the road	
Jdg	5	13	Who repeats the righteous triumphs of the Lord?	11	A	Musicians	Priests	Prophets	Princes of Israel	
Jdg	5	14	What did the people of the Lord want Deborah and Barak to do?	11-12	D	Pray	Teach	Judge	Awake & Arise	
Jdg	5	15	Who marched down into the valley?	14	B	Reuben	Ephraim	Naphtali	Zebulun	
Jdg	5	16	From where did commanders march down?	14	C	Amalek	Zebulun	Machir	Naphtali	
Jdg	5	17	Who came from Zebulun?	14	D	Nobles	The mighty	Captains	Those who bore the lieutenant's staff	
Jdg	5	18	Who rushed after Barak at his heels into the valley?	15	A	Issachar	Reuben	Gilead	Dan	
Jdg	5	19	In which tribe was there great searching of heart?	15	B	Issachar	Reuben	Gilead	Dan	
Jdg	5	20	Which of the following tribes did NOT come to Deborah?	17	D	Ephraim	Benjamin	Issachar	Gilead	
Jdg	5	21	Which tribe stayed with the ships?	17	C	Reuben	Gilead	Dan	Asher	
Jdg	5	22	What did the tribe of Asher do?	17	D	Stayed beyond the Jordan	Risked their very lives	Brought the commander’s staff	Sat still at the coast of the sea	
Jdg	5	23	Who risked their lives to the death?	18	D	Zebulun	Naphtali	Asher	A and B	
Jdg	5	24	Where did the kings of Canaan fight?	19	C	In Seir	At the watering places of Kedesh	At Taanach, by the waters of Megiddo	Between Ramah and Bethel	
Jdg	5	25	What fought against Sisera?	20	C	Hailstones from the heavens	Fire from heaven	The stars from heaven	The sun in the sky	
Jdg	5	26	What torrents swept away the forces of Sisera?	21	B	Jordan	Kishon	Tigris	Euphrates	
Jdg	5	27	Then loud beat the __ .	22	D	Thunder	Applause	Drums	Horses’ hoofs	
Jdg	5	28	Why did the angel of the Lord curse Meroz and its inhabitants?	23	D	Because they worshiped other gods	Because they locked their fortified cities up tight	Because they had enslaved the people of Israel	Because they did not come to the help of the Lord	
Jdg	5	29	How is Jael described?	24	D	Most blessed of women	Wife of Heber the Kenite	Most blessed of tent-dwelling women	All of the above	
Jdg	5	30	What did Jael give Sisera when he asked for water?	25	B	Water	Milk	Curdled butter	Wine	
Jdg	5	31	For what did Jael’s hand reach?	26	D	Chains	A tent peg	A workmen's mallet	B and C	
Jdg	5	32	What did Jael do to Sisera?	26	C	Struck his arms	Crushed his legs	Shattered and pierced his temple	Pierced his eyes out	
Jdg	5	33	What did Sisera’s mother do?	28	A	Peered out of the window	Traveled to the army encampment	Laughed behind the lattice	Prepared a feast	
Jdg	5	34	What did Sisera’s mother ask?	28	B	Why is his army so long in coming? .	Why is his chariot so long in coming?	Why is his chariot here without a driver?	Why is my son not prince of Canaan?	
Jdg	5	35	What was considered spoils from the battle?	30	D	A womb or two for each man	Dyed materials and dyed materials embroidered	Embroidered work for the neck	All of the above	
Jdg	5	36	For how long did the land have rest after Deborah and Barak?	31	D	Ten years	Twenty years	Thirty years	Forty years	
Jdg	6	1	Into whose hands were the Israelites given because they did evil in the sight of the Lord?	1	C	Philistines	Canaanites	Midianites	Moabites	
Jdg	6	2	Why did the Israelites make dens in the mountains and the caves and the strongholds?	2	B	Because the land had rains which flooded the fields and towns	Because the hand of Midian overpowered them	Because the land had drought and became exceedingly hot	Because the people of the land would not allow them to build cities	
Jdg	6	3	What happened when the Israelites planted their crops?	3	D	The Midianites would come up against them	The Amalekites would come up against them	The people of the East would come up against them	All of the above	
Jdg	6	4	What happened when the enemy camped on the land of Israel?	4	A	They devoured the produce of the land as far as Gaza	They did not spare a living thing for Israel except a few sheep	They did not spare a living thing for Israel except a few donkeys	They came up with their tents like swarms of bees	
Jdg	6	5	How many men invaded the land of Israel to devour it?	5	D	Ten thousand	Thirty thousand	Forty thousand	They and their camels could not be counted	
Jdg	6	6	What did the Israelites do after Midian had brought them very low for seven years?	6	C	Sent out a call for an army	Stole from the men of Midian who ravaged the land	Cried out for help to the Lord	Fled back across the Jordan River	
Jdg	6	7	Whom did the Lord send to the Israelites on account of the Midianites?	7-8	B	A priest	A prophet	A king	The spirit of Moses	
Jdg	6	8	What did the Lord say to Israel after they were oppressed by Midian?	10	D	Moses brought you up out of Egypt, out of the land of slavery	Moses snatched you from the power of Egypt and from the hand of all your oppressors	Joshua drove them from before you and gave you their land	You have not obeyed my voice	
Jdg	6	9	Who was Gideon?	11	D	Son of Kenaz	Son of Abinoam	Son of Anath	Son of Joash the Abiezrite	
Jdg	6	10	Where did the angel of the Lord come to meet Gideon?	11	A	Under the terebinth at Ophrah	Under the great tree in Zaanannim	By the fords of the Jordan	Beside the great tree at the pillar in Shechem	
Jdg	6	11	What was Gideon doing when the angel of the Lord appeared to him?	11	C	Tending sheep	Sowing wheat	Beating out wheat in the winepress	Hiding his donkey	
Jdg	6	12	What did the angel of the Lord say to Gideon when he appeared to him?	12	B	Do not be afraid, Gideon. Your prayer has been heard	The Lord is with you, O mighty man of valor	Be strong and courageous	Do not be afraid, Gideon. You have found favor with God	
Jdg	6	13	What was Gideon’s response to the angel’s message?	13	D	The Lord is not with us – see all this that has happened to us!	Where are all His wonderful deeds that our fathers recounted to us	Now the Lord has forsaken us and given us into the hand of Midian	B and C	
Jdg	6	14	The Lord turned to him & said, “Go in this _____ of yours and save Israel from the hand of Midian”	14	C	Wisdom	Fame	Might	Wealth	
Jdg	6	15	Why did Gideon not believe he could save Israel, according to his response to the Lord?	15	A	His clan was the weakest in Manasseh, and he was the least in his father’s house	His clan was the strongest in Manasseh, but he was the least in his father’s house	His clan was the weakest in Manasseh, but he was the strongest in his father’s house	He could not save Israel because the Lord had abandoned them	
Jdg	6	16	The Lord answered, “I will be with you, and you _______.”	16	D	Shall strike down the Midianites one at a time	Shall blow the trumpet, but I will fight the battle for you	Shall gather together an army of many thousands	Shall strike the Midianites as one man	
Jdg	6	17	What did Gideon ask of the Lord?	17	C	Wealth	Wisdom	To show him a sign	Power	
Jdg	6	18	What did the Lord wait for Gideon to do?	18	B	Finish threshing his wheat	Bring his present and set it before the Lord	Tear down the altar of Baal	Assemble an army of many thousands	
Jdg	6	19	What did Gideon prepare as an offering to the Lord?	19	D	A young lamb	A young goat	Unleavened cakes	B and C	
Jdg	6	20	Where did the angel of the Lord tell Gideon to put his offering?	20	C	On an altar	In a cave	On a rock                      D On the ground		
Jdg	6	21	What happened to Gideon’s offering?	21	A	Fire sprang up from the rock and consumed it	Lightning came down and struck it	The ground opened up and swallowed it	Fire flared; it burned, but was not burned up	
Jdg	6	22	What did Gideon say when he realized that it really was the angel of the Lord?	22	C	Alas, Sovereign Lord! I am undone!	Alas, Sovereign Lord! I do not deserve this honor!	Alas, O Lord God! For now I have seen the angel of the Lord face to face	Alas, Sovereign Lord! Forgive my unbelief	
Jdg	6	23	What words did the Lord use to reassure Gideon?	23	D	Peace be to you	Do not fear	You shall not die	All of the above	
Jdg	6	24	What did Gideon name “The Lord Is Peace.”	24	B	A rock	An altar	A mountain	A song	
Jdg	6	25	Which animal did the Lord want Gideon to take from his father’s herd, along with his father’s bull?	25	D	A goat, eight years old	A lamb, eight years old	A pigeon, seven years old	The second bull, seven years old	
Jdg	6	26	What did the Lord tell Gideon to pull down?	25	A	His father’s altar of Baal	His father’s altar to Asherah	His father’s altar to the Lord God of Israel	His father’s winepress	
Jdg	6	27	What did the Lord tell Gideon to build?	26	C	An altar to Baal	An Asherah pole	An altar to the Lord God, with stones laid in due order	A bigger barn	
Jdg	6	28	What was Gideon to do with the animal he took from his father’s herd?	26	D	Sell it	Kill it and eat it	Give it to the men of the town	Offer it as a burnt offering to God	
Jdg	6	29	How many servants helped Gideon with this task?	27	D	Two	Five	Seven	Ten	
Jdg	6	30	Why did Gideon do this task at night rather than in the daytime?	27	B	The Lord commanded him to do it at night	He was too afraid of his family and the men of the town	It was cooler at night; the days were too hot to work	The next day was a religious festival day for Baal	
Jdg	6	31	When the men of the town discovered what Gideon had done, what did they want to do to him?	28- 30	C	Reward him	Make him their king	Kill him	Beat him	
Jdg	6	32	Why did the people call Gideon “Jerubbaal”?	32	A	Because it meant, “Let Baal contend against him”  .	Because it meant, “Son of Baal’s enemy”	Because it meant, “Servant of Baal”	Because it meant, “King of Baal’s army”	
Jdg	6	33	Where did the Midianites, Amalekites, and other eastern people camp?	33	B	By the Jordan River	In the Valley of Jezreel	By the Spring of Harod	On the Hill of Moreh	
Jdg	6	34	What happened to cause Gideon to blow a trumpet and summon the Abiezrites to follow him?	34	D	He fell asleep and had a vision from God	A prophet of God visited him and gave him instructions	The Lord spoke through the high priest of Israel	The Spirit of the Lord clothed him	
Jdg	6	35	To which tribes did Gideon send word, calling them to follow him?	35	D	Manasseh & Asher	Zebulun	Naphtali	All of the above	
Jdg	6	36	Why did Gideon ask for more signs from God?	36	B	So he would understand how he was to do his task	So he would know that the Lord would save Israel by his hand as He promised	So he would know how many men to take into battle	So he would know if he was to die in battle	
Jdg	6	37	What did Gideon ask the Lord to do to the wool fleece the first time?	37	C	Make the fleece dry and the ground around it covered with dew	Cause fire to come down from the sky and consume the fleece	Make the fleece wet from dew, but all the ground around it stay dry	Cause the fleece to turn into a new lamb	
Jdg	6	38	What did Gideon discover when he rose early the next morning?	38	A	He was able to wring out a bowlful of water from the fleece	The fleece was completely dry, but the ground was wet	The fleece was gone – completely disappeared	The fleece was burning, but was not consumed	
Jdg	6	39	What did Gideon say to the Lord when he requested one more test with the fleece?	39	D	I am sure you can understand why I doubt your words	I am amazed by your marvelous signs!	If you answer this last request, I will serve you all the days of my life	Do not let your anger burn against me	
Jdg	6	40	What did Gideon ask the Lord to do to the fleece the last time?	39	A	Make the fleece dry and the ground around it wet with dew	Cause fire to come down from the sky and consume the fleece	Make the fleece wet from dew, but all the ground around it stay dry	Cause the fleece to turn into a ball of fire, giving light by night	
Jdg	6	41	What was the Lord’s response to Gideon’s last request for a sign?	40	B	He ignored Gideon	He made the fleece dry, but all the ground was covered with dew	He became angry with Gideon	He sent a ball of fire to consume the fleece	
Jdg	7	1	Where did Gideon and all his men camp?	1	C	In the Valley of Jezreel	Near the hill of Moreh	Beside the spring of Harod	Under the oak in Ophrah	
Jdg	7	2	Where was the camp of Midian?	1	B	South of them by the hill of Moreh, in the valley	North of them by the hill of Moreh, in the valley	East of them by the hill of Moreh, in the valley	North of them on the hill of Moreh	
Jdg	7	3	What did the Lord tell Gideon about the men he had assembled?	2	C	You do not have enough men for me to deliver Midian into their hands	You have just the right number of men for me to deliver Midian into their hands	You have too many people for me to give the Midianites into your hand	You must wait until men from the tribe of Levi answer your call	
Jdg	7	4	What did the Lord want Gideon to proclaim to the people?	3	A	Whoever is fearful and trembling, let him return home and hurry away from Mount Gilead	Anyone who must tend to their fields may turn back and leave Mount Gilead	Anyone who has just been married may turn back and leave Mount Gilead	Anyone who has young children may turn back and leave Mount Gilead	
Jdg	7	5	Why did the Lord want Gideon to have a smaller army?	2	B	So they would be more effective in an ambush	So Israel could not boast that their own hand had saved them	So they would be quieter when they moved through the countryside	So they would be harder to see when they approached the army of Midian	
Jdg	7	6	How many men left the army of Gideon at this point?	3	D	10,000	15,000	20,000	22,000	
Jdg	7	7	How many men remained with the army of Gideon at this time?	3	A	10,000	15,000	18,000	20,000	
Jdg	7	8	What did the Lord say to Gideon after these men left?	4	C	With these men who are left I will save Israel	Curse the men who left because they did not help the Lord against the mighty	The people are still too many	Give each of these men a trumpet to blow in battle	
Jdg	7	9	Where did Gideon take the men who remained?	5	D	To the River Kishon	To the Jabbok River	To the Tigris River	To the water	
Jdg	7	10	The Lord said to Gideon, “With the three hundred men who _______ I will save you.”	7	D	Sifted the water	Used a cup	Gave water to another man	Lapped	
Jdg	7	11	What did Gideon do with the men who were not chosen to participate in the battle?	8	B	Kept them in the camp, just in case	Sent them to their own tents	Sent them on their way – each with a trumpet and provisions	Kept them in camp to cook for those who fought	
Jdg	7	12	“The Midianites, Amalekites, and all the people of the East lay along the valley, thick as _______.”	12	D	Bees	Grasshopper	Grass	Locusts	
Jdg	7	13	“Their _______ were without number, as the sand that is on the seashore in abundance.”	12	C	Soldiers	Sheep	Camels	Tents	
Jdg	7	14	What did the Lord want Gideon to do if he was afraid to attack?	10-11	A	Go down to the camp with his servant, and hear what they were saying	Remember Joshua, and be strong and courageous	Appoint a different elder of Israel to lead the attack	Pray all night, and the Lord would comfort him	
Jdg	7	15	Who was Purah?	10	C	Gideon’s father	Gideon’s brother	Gideon’s servant	Gideon’s wife	
Jdg	7	16	When Gideon went down to the camp of the enemy, what did he hear a man telling his comrade?	13	B	A prophecy	A dream	A story about his family	The Midianite plans for the coming battle	
